ISIN,Umbrella,Fund Legal Structure
GB00B412VB02,Janus Henderson Investment Funds Series I,Open Ended Investment Company
GB00B41FZF10,Janus Henderson Investment Fund OEIC,Open Ended Investment Company
GB00B42TCM86,,Unit Trust
GB00B42VM571,Janus Henderson UK & Europe Funds,Open Ended Investment Company
GB00B43H2T82,Janus Henderson Investment Funds Series I,Open Ended Investment Company
GB00B43L0521,Janus Henderson Investment Funds Series I,Open Ended Investment Company
GB00B44F5L48,Janus Henderson UK & Europe Funds,Open Ended Investment Company
GB00B45GW269,,Unit Trust
GB00B45XDC47,,Unit Trust
GB00B463T369,,Unit Trust
GB00B463Y203,Janus Henderson Investment Fund OEIC,Open Ended Investment Company
GB00B4JTJZ34,Janus Henderson Strategic Investment Funds,Open Ended Investment Company
GB00B4JVJS21,Janus Henderson Investment Funds Series I,Open Ended Investment Company
GB00B4JVX467,Janus Henderson OEIC,Open Ended Investment Company
GB00B4K8Z514,Janus Henderson UK & Europe Funds,Open Ended Investment Company
GB00B4KNFV27,Janus Henderson UK & Europe Funds,Open Ended Investment Company
GB00B4KPTR25,,Open Ended Investment Company
GB00B4KX5S91,Janus Henderson Strategic Investment Funds,Open Ended Investment Company
GB00B4KXCG68,,Unit Trust
GB00B4LMJ388,Janus Henderson Sustainable/Responsible Funds,Open Ended Investment Company
GB00B4MTJQ14,Janus Henderson UK & Europe Funds,Open Ended Investment Company
GB00B4N77D77,Janus Henderson Global Funds,Open Ended Investment Company
GB00B4P4R697,Janus Henderson Investment Funds Series II,Open Ended Investment Company
GB00B4QHVK97,Janus Henderson UK & Europe Funds,Open Ended Investment Company
GB00B4R56V84,Janus Henderson Investment Funds Series I,Open Ended Investment Company
GB00B4VL7421,Janus Henderson Sustainable/Responsible Funds,Open Ended Investment Company
GB00B4W1D983,Janus Henderson Investment Funds Series II,Open Ended Investment Company
GB00B4W6RH96,Janus Henderson Investment Fund OEIC,Open Ended Investment Company
GB00B4WKBT16,,Unit Trust
GB00B4X2C594,Janus Henderson Investment Funds Series IV,Open Ended Investment Company
GB00B4Y1C447,,Unit Trust
GB00B4YXVT80,Janus Henderson Investment Funds Series I,Open Ended Investment Company
GB00B50VN861,Janus Henderson Investment Funds Series I,Open Ended Investment Company
GB00B51L3292,Janus Henderson Multi-Manager Investment OEIC,Open Ended Investment Company
GB00B51R9749,Janus Henderson Strategic Investment Funds,Open Ended Investment Company
GB00B51RN495,Janus Henderson Investment Funds Series II,Open Ended Investment Company
GB00B51Z2Z71,Janus Henderson Investment Funds Series I,Open Ended Investment Company
GB00B51Z5812,Janus Henderson Investment Funds Series I,Open Ended Investment Company
GB00B529JB32,Janus Henderson UK & Europe Funds,Open Ended Investment Company
GB00B54J0L85,Janus Henderson Investment Funds Series I,Open Ended Investment Company
GB00B5681Y35,Janus Henderson Strategic Investment Funds,Open Ended Investment Company
GB00B56X7V74,Janus Henderson Investment Funds Series I,Open Ended Investment Company
GB00B56ZXF93,Janus Henderson UK & Europe Funds,Open Ended Investment Company
GB00B575TL64,Janus Henderson UK & Europe Funds,Open Ended Investment Company
GB00B57LBZ25,Janus Henderson Multi-Manager Investment OEIC,Open Ended Investment Company
GB00B58P5X92,Janus Henderson Investment Funds Series II,Open Ended Investment Company
GB00B58RLX77,,Unit Trust
GB00B58YK641,Janus Henderson UK & Europe Funds,Open Ended Investment Company
GB00B590KM71,Janus Henderson Investment Fund OEIC,Open Ended Investment Company
GB00B5BMZS29,Janus Henderson UK & Europe Funds,Open Ended Investment Company
GB00B5BT8739,Janus Henderson Multi-Manager Investment OEIC,Open Ended Investment Company
GB00B5BTGN53,Janus Henderson Investment Funds Series II,Open Ended Investment Company
GB00B5KKCS68,Janus Henderson Investment Funds Series I,Open Ended Investment Company
GB00B5KKCX12,Janus Henderson Investment Funds Series I,Open Ended Investment Company
GB00B5KTVV95,,Unit Trust
GB00B5LN5X09,,Unit Trust
GB00B5LZWD55,Janus Henderson UK & Europe Funds,Open Ended Investment Company
GB00B5P5Y137,Janus Henderson Investment Funds Series IV,Open Ended Investment Company
GB00B5PDYZ18,,Unit Trust
GB00B5SMF529,,Unit Trust
GB00B5T7PM36,Janus Henderson Investment Funds Series I,Open Ended Investment Company
GB00B5TPWM66,,Unit Trust
GB00B5TWYJ86,Janus Henderson Multi-Manager Investment OEIC,Open Ended Investment Company
GB00B5VYGQ34,Janus Henderson Sustainable/Responsible Funds,Open Ended Investment Company
GB00B5W3L866,Janus Henderson Sustainable/Responsible Funds,Open Ended Investment Company
GB00B5WBM546,Janus Henderson UK & Europe Funds,Open Ended Investment Company
GB00B5WGH651,Janus Henderson Multi-Manager Investment OEIC,Open Ended Investment Company
GB00B60F5Q72,Janus Henderson Investment Funds Series IV,Open Ended Investment Company
GB00B60J6553,Janus Henderson Investment Funds Series IV,Open Ended Investment Company
GB00B60W8701,Janus Henderson Investment Funds Series I,Open Ended Investment Company
GB00B60XBX02,Janus Henderson UK & Europe Funds,Open Ended Investment Company
GB00B60YHT19,Janus Henderson Investment Funds Series II,Open Ended Investment Company
GB00B60Z0952,Janus Henderson Investment Fund OEIC,Open Ended Investment Company
GB00B60ZX639,,Unit Trust
GB00B6135H10,Janus Henderson Investment Funds Series I,Open Ended Investment Company
GB00B6193536,,Unit Trust
GB00B61H3Z77,Janus Henderson Multi-Manager Investment OEIC,Open Ended Investment Company
GB00B62HVR46,,Unit Trust
GB00B62SGY92,,Unit Trust
GB00B633V157,Janus Henderson Investment Funds Series I,Open Ended Investment Company
GB00B63CMG44,Janus Henderson Multi-Manager Investment OEIC,Open Ended Investment Company
GB00B63GZ232,Janus Henderson Investment Funds Series II,Open Ended Investment Company
GB00B65W2K67,Janus Henderson UK & Europe Funds,Open Ended Investment Company
GB00B6715Q82,Janus Henderson Investment Funds Series I,Open Ended Investment Company
GB00B67PDX37,Janus Henderson Multi-Manager Investment OEIC,Open Ended Investment Company
GB00B68P2C40,Janus Henderson Investment Funds Series I,Open Ended Investment Company
GB00B68P3547,Janus Henderson Investment Funds Series I,Open Ended Investment Company
GB00B68SFJ13,,Unit Trust
GB00B68V5Y56,Janus Henderson Investment Funds Series II,Open Ended Investment Company
GB00B6RQV980,Janus Henderson Investment Fund OEIC,Open Ended Investment Company
GB00B6RRQ855,Janus Henderson UK & Europe Funds,Open Ended Investment Company
GB00B6RRQB82,Janus Henderson Investment Fund OEIC,Open Ended Investment Company
GB00B6SWKM12,Janus Henderson Investment Funds Series II,Open Ended Investment Company
GB00B6TX3022,Janus Henderson Investment Funds Series II,Open Ended Investment Company
GB00B6XY7V09,,Unit Trust
GB00B6YWFD12,Janus Henderson Investment Fund OEIC,Open Ended Investment Company
GB00B6ZHN203,Janus Henderson Investment Funds Series II,Open Ended Investment Company
GB00B7167P92,Janus Henderson UK & Europe Funds,Open Ended Investment Company
GB00B716PN33,Janus Henderson Investment Funds Series IV,Open Ended Investment Company
GB00B71DPP64,Janus Henderson Sustainable/Responsible Funds,Open Ended Investment Company
GB00B739TP06,,Unit Trust
GB00B74TXK27,Janus Henderson Multi-Manager Investment OEIC,Open Ended Investment Company
GB00B75D7782,Janus Henderson Investment Funds Series II,Open Ended Investment Company
GB00B77CSM51,Janus Henderson Investment Funds Series II,Open Ended Investment Company
GB00B79BVS75,Janus Henderson Investment Funds Series IV,Open Ended Investment Company
GB00B7BX6S68,,Unit Trust
GB00B7FFY956,Janus Henderson Sustainable/Responsible Funds,Open Ended Investment Company
GB00B7FNQ261,Janus Henderson Investment Funds Series I,Open Ended Investment Company
GB00B7GSYN71,,Unit Trust
GB00B7GZWL27,,Unit Trust
GB00B7JBM739,Janus Henderson Investment Funds Series II,Open Ended Investment Company
GB00B7JZZK97,Janus Henderson Multi-Manager Investment OEIC,Open Ended Investment Company
GB00B7KYJH09,Janus Henderson Sustainable/Responsible Funds,Open Ended Investment Company
GB00B7M85J46,Janus Henderson Multi-Manager Investment OEIC,Open Ended Investment Company
GB00B7MM5299,Janus Henderson Investment Funds Series IV,Open Ended Investment Company
GB00B7N1FP89,Janus Henderson Multi-Manager Investment OEIC,Open Ended Investment Company
GB00B7N7P453,,Unit Trust
GB00B7NHVR09,Janus Henderson Investment Funds Series I,Open Ended Investment Company
GB00B7PVFH84,Janus Henderson Multi-Manager Investment OEIC,Open Ended Investment Company
GB00B7S7MS31,Janus Henderson UK & Europe Funds,Open Ended Investment Company
GB00B7S8R478,Janus Henderson Multi-Manager Investment OEIC,Open Ended Investment Company
GB00B7V7B727,,Unit Trust
GB00B7VD8806,Janus Henderson Managed Funds,Unit Trust
GB00B7VD9Z41,Janus Henderson Managed Funds,Unit Trust
GB00B7W08J14,,Unit Trust
GB00B7YR0M72,Janus Henderson Multi-Manager Investment OEIC,Open Ended Investment Company
GB00B8113P38,Janus Henderson Investment Funds Series IV,Open Ended Investment Company
GB00B818S598,Janus Henderson Sustainable/Responsible Funds,Open Ended Investment Company
GB00B8289886,Janus Henderson Multi-Manager Investment OEIC,Open Ended Investment Company
GB00B833F396,Janus Henderson Investment Funds Series IV,Open Ended Investment Company
GB00B83JY963,,Unit Trust
GB00B83MQQ67,Janus Henderson Investment Funds Series I,Open Ended Investment Company
GB00B83N9J32,,Unit Trust
GB00B83VFR76,Janus Henderson Multi-Manager Investment OEIC,Open Ended Investment Company
GB00B83WB618,Janus Henderson Investment Funds Series I,Open Ended Investment Company
GB00B84M8M53,,Unit Trust
GB00B85RDT13,Janus Henderson UK & Europe Funds,Open Ended Investment Company
GB00B87K9900,,Unit Trust
GB00B87M3G18,Janus Henderson Investment Funds Series I,Open Ended Investment Company
GB00B87TDF15,,Open Ended Investment Company
GB00B886PJ90,Janus Henderson Investment Fund OEIC,Open Ended Investment Company
GB00B88HSJ33,,Unit Trust
GB00B88P7D42,Janus Henderson UK & Europe Funds,Open Ended Investment Company
GB00B89MF187,Janus Henderson Multi-Manager Investment OEIC,Open Ended Investment Company
GB00B89YS045,Janus Henderson Multi-Manager Investment OEIC,Open Ended Investment Company
GB00B8B1CF61,Janus Henderson Multi-Manager Investment OEIC,Open Ended Investment Company
GB00B8B6NJ28,,Unit Trust
GB00B8BL1150,,Unit Trust
GB00B8BRW432,Janus Henderson UK & Europe Funds,Open Ended Investment Company
GB00B8DSVP82,Janus Henderson UK & Europe Funds,Open Ended Investment Company
GB00B8DWBL68,,Unit Trust
GB00B8GJGW07,,Unit Trust
GB00B8HLB865,Janus Henderson Investment Funds Series II,Open Ended Investment Company
GB00B8J9TP16,Janus Henderson Multi-Manager Investment OEIC,Open Ended Investment Company
GB00B8J9W526,Janus Henderson Multi-Manager Investment OEIC,Open Ended Investment Company
GB00B92MRV68,Janus Henderson Multi-Manager Investment OEIC,Open Ended Investment Company
GB00B94Q8L39,Janus Henderson Multi-Manager Investment OEIC,Open Ended Investment Company
GB00B94SCD93,Janus Henderson Multi-Manager Investment OEIC,Open Ended Investment Company
GB00B96RS580,Janus Henderson Multi-Manager Investment OEIC,Open Ended Investment Company
GB00B9DFQH34,Janus Henderson Multi-Manager Investment OEIC,Open Ended Investment Company
GB00BBMJ9J35,Janus Henderson Investment Fund OEIC,Open Ended Investment Company
GB00BBMJ9X78,Janus Henderson Multi-Manager Investment OEIC,Open Ended Investment Company
GB00BBMJ9Y85,Janus Henderson Multi-Manager Investment OEIC,Open Ended Investment Company
GB00BBMJC493,Janus Henderson Investment Funds Series I,Open Ended Investment Company
GB00BBMJC501,Janus Henderson Investment Funds Series I,Open Ended Investment Company
GB00BBMJC618,,Unit Trust
GB00BBPJF697,Janus Henderson Investment Funds Series I,Open Ended Investment Company
GB00BC1J4633,Janus Henderson Investment Fund OEIC,Open Ended Investment Company
GB00BC1J4740,Janus Henderson Investment Fund OEIC,Open Ended Investment Company
GB00BC1J4856,Janus Henderson Investment Fund OEIC,Open Ended Investment Company
GB00BC1J4C93,Janus Henderson Investment Fund OEIC,Open Ended Investment Company
GB00BD1FVK12,Janus Henderson Multi-Manager Investment OEIC,Open Ended Investment Company
GB00BD3HZS16,Janus Henderson Investment Funds Series I,Open Ended Investment Company
GB00BD446V16,Janus Henderson Secured Loans Funds OEIC,Open Ended Investment Company
GB00BDD1JN64,Janus Henderson Investment Funds Series I,Open Ended Investment Company
GB00BDD1JP88,Janus Henderson Investment Fund OEIC,Open Ended Investment Company
GB00BDD1JQ95,Janus Henderson Investment Fund OEIC,Open Ended Investment Company
GB00BDZT6269,Janus Henderson Multi-Manager Investment OEIC,Open Ended Investment Company
GB00BF2DD910,Janus Henderson Multi-Manager Investment OEIC,Open Ended Investment Company
GB00BF2DDB37,Janus Henderson Multi-Manager Investment OEIC,Open Ended Investment Company
GB00BF2DDC44,Janus Henderson Multi-Manager Investment OEIC,Open Ended Investment Company
GB00BF2DDD50,Janus Henderson Multi-Manager Investment OEIC,Open Ended Investment Company
GB00BF2DDF74,Janus Henderson Multi-Manager Investment OEIC,Open Ended Investment Company
GB00BF2DDG81,Janus Henderson Multi-Manager Investment OEIC,Open Ended Investment Company
GB00BF2DDH98,Janus Henderson Multi-Manager Investment OEIC,Open Ended Investment Company
GB00BF2DDJ13,Janus Henderson Multi-Manager Investment OEIC,Open Ended Investment Company
GB00BF2DDK28,Janus Henderson Multi-Manager Investment OEIC,Open Ended Investment Company
GB00BF77XB05,Janus Henderson UK & Europe Funds,Open Ended Investment Company
GB00BF8DGS54,Janus Henderson Sustainable/Responsible Funds,Open Ended Investment Company
GB00BF8HV829,Janus Henderson UK & Europe Funds,Open Ended Investment Company
GB00BF8HV936,Janus Henderson UK & Europe Funds,Open Ended Investment Company
GB00BF95R100,,Unit Trust
GB00BF95R217,,Unit Trust
GB00BF95R324,,Unit Trust
GB00BFDTFR03,,Unit Trust
GB00BFDTFV49,Janus Henderson Investment Fund OEIC,Open Ended Investment Company
GB00BFDTFW55,,Unit Trust
GB00BFNKSK77,Janus Henderson Investment Funds Series I,Open Ended Investment Company
GB00BG5GY242,,Unit Trust
GB00BGHPZ938,Janus Henderson Multi-Manager Investment OEIC,Open Ended Investment Company
GB00BGHPZB55,,Unit Trust
GB00BGHPZC62,,Unit Trust
GB00BGK8VR99,Janus Henderson UK & Europe Funds,Open Ended Investment Company
GB00BGK8VS07,Janus Henderson UK & Europe Funds,Open Ended Investment Company
GB00BGK8VT14,Janus Henderson UK & Europe Funds,Open Ended Investment Company
GB00BGQVHT66,Janus Henderson Sustainable/Responsible Funds,Open Ended Investment Company
GB00BHB1YY26,,Unit Trust
GB00BHTD8H17,Janus Henderson UK & Europe Funds,Open Ended Investment Company
